"transaction_id","customer_id","product_id","transaction_date","quantity","selling_price","revenue"
1,3296,19,"2023-04-20 00:00:00",2,11.348533151652283,22.697066303304567
2,8781,12,"2022-01-30 00:00:00",3,16.702939709985497,50.10881912995649
3,3512,38,"2024-02-18 00:00:00",1,13.29082026566651,13.29082026566651
4,4411,29,"2024-03-13 00:00:00",1,17.22033246236622,17.22033246236622
5,7083,25,"2023-01-22 00:00:00",3,12.28183824000411,36.84551472001233
6,9424,8,"2023-04-18 00:00:00",2,22.248055563561458,44.496111127122916
7,7418,49,"2024-07-15 00:00:00",3,39.97679041317576,119.93037123952729
8,8700,15,"2022-01-07 00:00:00",3,26.483507963912366,79.4505238917371
9,8480,16,"2022-01-01 00:00:00",3,14.88118306915563,44.64354920746689
10,5142,17,"2024-08-09 00:00:00",3,53.47253633251498,160.41760899754493
11,8977,37,"2024-05-14 00:00:00",1,22.643656851847954,22.643656851847954
12,3541,5,"2024-10-20 00:00:00",1,17.214665041735525,17.214665041735525
13,2958,49,"2023-04-25 00:00:00",2,34.46217143597536,68.92434287195071
14,8810,9,"2022-01-22 00:00:00",1,11.597589258666453,11.597589258666453
15,4435,46,"2022-08-12 00:00:00",1,29.34725198994655,29.34725198994655
16,8854,37,"2022-06-14 00:00:00",3,40.75881929312663,122.27645787937988
17,2661,11,"2023-09-20 00:00:00",3,28.430774712702323,85.29232413810698
18,3597,22,"2023-02-16 00:00:00",1,63.60649427399183,63.60649427399183
19,3987,44,"2023-01-19 00:00:00",4,52.1855785598828,208.7423142395312
20,2244,8,"2024-05-30 00:00:00",2,29.866485977441428,59.732971954882856
21,8916,19,"2022-03-18 00:00:00",3,15.552474294661819,46.657422883985454
22,8421,9,"2023-03-02 00:00:00",3,17.234563143365488,51.70368943009646
23,5446,26,"2022-10-24 00:00:00",1,31.157497949753136,31.157497949753136
24,9329,13,"2023-10-11 00:00:00",1,61.14288781023198,61.14288781023198
25,4600,28,"2023-07-08 00:00:00",3,20.47252144531014,61.41756433593042
26,6009,3,"2023-10-02 00:00:00",1,46.440484050564194,46.440484050564194
27,3779,26,"2023-05-26 00:00:00",3,37.5782118634027,112.7346355902081
28,5703,40,"2024-10-10 00:00:00",4,36.59166147211292,146.36664588845167
29,285,43,"2022-07-28 00:00:00",3,36.148318083717896,108.44495425115369
30,1609,4,"2022-05-31 00:00:00",3,27.106401827056217,81.31920548116865
31,524,37,"2023-11-01 00:00:00",3,28.52081491621286,85.56244474863858
32,4579,17,"2024-10-20 00:00:00",2,49.09119012289571,98.18238024579142
33,2605,30,"2023-11-03 00:00:00",4,18.704729037733493,74.81891615093397
34,7018,13,"2023-10-10 00:00:00",2,39.237507612331,78.475015224662
35,5978,7,"2024-10-17 00:00:00",2,40.39419909214586,80.78839818429172
36,7874,33,"2024-02-07 00:00:00",2,52.31788160443854,104.63576320887708
37,1518,50,"2024-03-13 00:00:00",1,56.34604397694721,56.34604397694721
38,5730,16,"2024-07-02 00:00:00",3,14.390547913579907,43.17164374073972
39,901,39,"2022-10-02 00:00:00",4,33.193152667614534,132.77261067045814
40,228,6,"2023-05-20 00:00:00",2,60.188913350507555,120.37782670101511
41,6235,1,"2022-03-06 00:00:00",4,25.97507666939661,103.90030667758644
42,7168,26,"2023-03-18 00:00:00",3,34.80334392857474,104.41003178572421
43,3937,23,"2022-03-08 00:00:00",2,17.526093760860192,35.052187521720384
44,7773,20,"2024-11-27 00:00:00",2,38.82719523803655,77.6543904760731
45,3028,14,"2023-03-31 00:00:00",4,16.363662014011908,65.45464805604763
46,3198,47,"2023-03-27 00:00:00",1,42.159391888294905,42.159391888294905
47,4376,13,"2024-10-10 00:00:00",4,60.25577810098498,241.02311240393993
48,8848,19,"2024-02-03 00:00:00",2,20.809494918979116,41.61898983795823
49,8911,30,"2022-11-26 00:00:00",1,21.815843412415717,21.815843412415717
50,1143,10,"2023-03-18 00:00:00",3,38.515981816094374,115.54794544828312
51,8465,22,"2022-07-16 00:00:00",3,54.48238249109451,163.44714747328354
52,8009,8,"2022-10-09 00:00:00",3,31.468872853204115,94.40661855961234
53,3939,8,"2024-12-10 00:00:00",4,28.076889880955157,112.30755952382063
54,5399,50,"2024-03-20 00:00:00",2,55.417472081212715,110.83494416242543
55,4112,48,"2024-02-21 00:00:00",1,23.195837742938693,23.195837742938693
56,4013,17,"2023-01-22 00:00:00",3,47.002787962982836,141.0083638889485
57,8002,33,"2024-04-26 00:00:00",1,36.60527437673208,36.60527437673208
58,9130,14,"2022-05-18 00:00:00",2,13.597636620476308,27.195273240952616
59,4542,39,"2022-11-22 00:00:00",3,39.05182415217793,117.15547245653379
60,8766,42,"2024-03-15 00:00:00",4,47.43766952170182,189.75067808680728
61,1884,10,"2022-04-15 00:00:00",1,36.749519790925035,36.749519790925035
62,1840,39,"2023-05-09 00:00:00",3,37.134889388484105,111.4046681654523
63,2503,9,"2023-08-07 00:00:00",3,16.732548122033343,50.19764436610003
64,4144,48,"2024-09-03 00:00:00",2,25.475559575958087,50.951119151916174
65,6862,17,"2023-09-21 00:00:00",2,61.839973108137414,123.67994621627483
66,2937,12,"2023-10-29 00:00:00",2,19.162407020931923,38.324814041863846
67,4602,20,"2024-05-17 00:00:00",2,42.36316795807591,84.72633591615183
68,5312,24,"2023-12-21 00:00:00",2,32.080825366046255,64.16165073209251
69,2789,5,"2022-06-14 00:00:00",4,17.182756918490487,68.73102767396195
70,3052,40,"2024-07-19 00:00:00",4,54.51424022350544,218.05696089402176
71,8368,8,"2023-09-29 00:00:00",4,24.925585008119043,99.70234003247617
72,3127,17,"2023-06-28 00:00:00",2,39.12210258446971,78.24420516893942
73,8560,43,"2023-12-03 00:00:00",2,52.45697368515445,104.9139473703089
74,6949,19,"2023-04-18 00:00:00",1,15.043250014524919,15.043250014524919
75,4192,32,"2022-11-01 00:00:00",2,13.398955687122463,26.797911374244926
76,9137,23,"2023-01-19 00:00:00",1,9.750636343697778,9.750636343697778
77,3117,36,"2024-07-18 00:00:00",2,43.71922621953956,87.43845243907911
78,3093,6,"2023-11-01 00:00:00",1,65.9724842395939,65.9724842395939
79,5149,15,"2022-05-18 00:00:00",3,30.378510788656197,91.13553236596859
80,8807,20,"2022-12-18 00:00:00",1,28.48975434919612,28.48975434919612
81,1623,19,"2024-07-05 00:00:00",2,20.79142802742878,41.58285605485756
82,6171,43,"2024-12-11 00:00:00",4,32.53982356212439,130.15929424849756
83,4729,4,"2023-05-24 00:00:00",2,29.118082478958364,58.23616495791673
84,678,45,"2022-04-27 00:00:00",1,25.809525384144845,25.809525384144845
85,5629,22,"2024-08-05 00:00:00",3,50.1754967187005,150.5264901561015
86,3873,17,"2022-12-22 00:00:00",1,50.90108159774422,50.90108159774422
87,2419,2,"2024-01-09 00:00:00",2,49.970742520621236,99.94148504124247
88,8927,6,"2024-11-20 00:00:00",4,55.24062452077742,220.9624980831097
89,6438,4,"2024-11-03 00:00:00",3,41.657257421160544,124.97177226348163
90,9196,27,"2023-08-06 00:00:00",3,40.86040362859857,122.58121088579571
91,6101,43,"2022-05-30 00:00:00",3,33.47398402660503,100.4219520798151
92,1137,32,"2023-06-17 00:00:00",2,17.868266458503207,35.736532917006414
93,9252,3,"2024-02-10 00:00:00",1,33.83938293808899,33.83938293808899
94,414,24,"2022-11-29 00:00:00",1,37.059585198763564,37.059585198763564
95,8791,42,"2024-03-18 00:00:00",3,70.03798098519266,210.11394295557798
96,5027,46,"2022-01-30 00:00:00",3,20.537736659817202,61.61320997945161
97,4177,24,"2022-08-29 00:00:00",2,39.5258755277565,79.051751055513
98,2440,43,"2022-02-27 00:00:00",1,28.34953756204978,28.34953756204978
99,6291,13,"2022-08-06 00:00:00",2,49.27255514053269,98.54511028106538
100,9395,4,"2022-11-17 00:00:00",2,30.583882941305273,61.167765882610546
101,3379,6,"2022-03-09 00:00:00",2,61.63137396361074,123.26274792722148
102,3007,44,"2023-07-02 00:00:00",3,52.80422208479309,158.41266625437927
103,7297,33,"2024-04-04 00:00:00",4,30.770727242940477,123.08290897176191
104,9110,11,"2022-02-27 00:00:00",3,16.862826817353053,50.58848045205916
105,8424,25,"2022-12-10 00:00:00",3,16.62151410066501,49.86454230199503
106,9952,21,"2022-05-25 00:00:00",4,55.903802880940276,223.6152115237611
107,8688,14,"2024-06-11 00:00:00",1,9.647510704236012,9.647510704236012
108,1368,21,"2024-03-09 00:00:00",1,52.56800575145087,52.56800575145087
109,8487,23,"2024-03-02 00:00:00",3,10.859327782879953,32.57798334863986
110,6803,2,"2024-01-15 00:00:00",2,47.65329988723378,95.30659977446756
111,7046,49,"2023-10-01 00:00:00",4,62.096140526747,248.384562106988
112,451,22,"2024-02-17 00:00:00",1,59.34159041505202,59.34159041505202
113,4259,38,"2023-07-30 00:00:00",1,13.055960810908807,13.055960810908807
114,2956,4,"2022-03-06 00:00:00",3,31.123020902406598,93.3690627072198
115,3669,20,"2024-06-07 00:00:00",4,46.891210735240094,187.56484294096038
116,6765,26,"2023-10-31 00:00:00",1,43.21330270965454,43.21330270965454
117,8543,49,"2024-02-15 00:00:00",3,30.183751319349625,90.55125395804887
118,1575,12,"2022-06-21 00:00:00",3,21.99165975112088,65.97497925336265
119,7391,19,"2023-05-05 00:00:00",2,17.53802845729536,35.07605691459072
120,4102,27,"2024-06-06 00:00:00",1,48.98004944492845,48.98004944492845
121,9154,20,"2023-03-07 00:00:00",2,34.64104686527125,69.2820937305425
122,202,34,"2024-11-13 00:00:00",3,16.503886774496323,49.51166032348897
123,6595,50,"2022-08-24 00:00:00",1,38.37917374134257,38.37917374134257
124,4090,21,"2023-01-30 00:00:00",4,57.94369058029098,231.77476232116393
125,1620,46,"2022-03-14 00:00:00",1,33.89490097439027,33.89490097439027
126,705,34,"2022-11-11 00:00:00",4,13.93181730056722,55.72726920226888
127,5703,23,"2022-02-11 00:00:00",1,17.026068269167308,17.026068269167308
128,1274,33,"2023-12-04 00:00:00",3,54.193470497452054,162.58041149235618
129,7559,45,"2023-03-04 00:00:00",1,32.854848306657175,32.854848306657175
130,1960,3,"2022-03-29 00:00:00",1,31.76906109990819,31.76906109990819
131,4093,40,"2022-12-31 00:00:00",2,42.038107644640114,84.07621528928023
132,728,19,"2023-01-23 00:00:00",2,14.004156682214305,28.00831336442861
133,8721,36,"2024-10-22 00:00:00",2,51.115124624990685,102.23024924998137
134,5951,41,"2024-12-10 00:00:00",3,51.93948158466313,155.81844475398938
135,4522,22,"2023-12-23 00:00:00",4,51.78552783703375,207.142111348135
136,3799,11,"2022-12-13 00:00:00",2,17.957151058975985,35.91430211795197
137,159,20,"2024-09-20 00:00:00",4,27.031053991997734,108.12421596799093
138,4682,13,"2022-03-26 00:00:00",3,44.345436807589685,133.03631042276905
139,9364,43,"2022-05-20 00:00:00",1,30.72733160978685,30.72733160978685
140,1749,50,"2023-07-05 00:00:00",3,45.61773000392574,136.85319001177723
141,3599,45,"2022-05-05 00:00:00",3,23.379096657124542,70.13728997137363
142,2572,18,"2024-12-09 00:00:00",1,10.306022058790276,10.306022058790276
143,1964,33,"2024-07-31 00:00:00",4,35.23852534286089,140.95410137144356
144,902,34,"2022-10-06 00:00:00",4,15.999036343619178,63.99614537447671
145,9650,37,"2024-05-21 00:00:00",3,36.23850701172883,108.71552103518648
146,7517,17,"2022-04-12 00:00:00",1,43.83215395193774,43.83215395193774
147,4374,40,"2022-12-30 00:00:00",2,48.53649087365501,97.07298174731002
148,3211,9,"2023-07-14 00:00:00",4,13.236791721632459,52.947166886529835
149,7136,1,"2024-03-13 00:00:00",2,20.056211894534474,40.11242378906895
150,6773,10,"2023-01-29 00:00:00",2,21.512636193754393,43.025272387508785
151,4666,14,"2022-02-04 00:00:00",3,10.55955410297207,31.67866230891621
152,7603,22,"2022-05-16 00:00:00",2,38.338523644515455,76.67704728903091
153,1871,12,"2022-12-11 00:00:00",4,13.58305080883818,54.33220323535272
154,940,18,"2024-09-18 00:00:00",4,16.959950760719916,67.83980304287967
155,949,33,"2023-08-03 00:00:00",3,45.00651580878685,135.01954742636056
156,2512,10,"2023-01-23 00:00:00",3,25.468283951052634,76.40485185315791
157,9633,29,"2023-03-07 00:00:00",4,31.588341173354433,126.35336469341773
158,9155,28,"2022-05-12 00:00:00",3,14.056322245856396,42.16896673756919
159,6738,7,"2023-08-16 00:00:00",4,26.22746028155561,104.90984112622245
160,457,33,"2022-05-05 00:00:00",3,40.11766417254236,120.35299251762709
161,3108,8,"2024-05-22 00:00:00",1,36.457853903074614,36.457853903074614
162,3900,4,"2024-07-28 00:00:00",2,27.08779368035758,54.17558736071516
163,6329,3,"2024-09-15 00:00:00",1,32.78550593553858,32.78550593553858
164,8470,14,"2022-06-18 00:00:00",2,16.20914424899075,32.4182884979815
165,2311,38,"2022-10-16 00:00:00",2,11.820813248215204,23.64162649643041
166,6291,2,"2023-04-21 00:00:00",1,57.35846336514355,57.35846336514355
167,1631,12,"2023-06-14 00:00:00",2,25.090311999283966,50.18062399856793
168,2170,40,"2024-04-15 00:00:00",4,40.15134326517465,160.6053730606986
169,7861,12,"2024-11-18 00:00:00",3,20.06955024125513,60.20865072376539
170,1172,14,"2024-02-27 00:00:00",2,9.489561569634194,18.97912313926839
171,1694,32,"2023-06-09 00:00:00",3,19.36652730483059,58.09958191449177
172,8429,49,"2023-08-22 00:00:00",4,56.6214550997463,226.4858203989852
173,6003,47,"2023-02-14 00:00:00",3,46.97398574581068,140.92195723743203
174,6731,7,"2022-05-26 00:00:00",1,26.383299605252546,26.383299605252546
175,2407,15,"2024-01-07 00:00:00",3,31.605237847234054,94.81571354170217
176,4537,9,"2023-12-08 00:00:00",2,10.09588029933281,20.19176059866562
177,9076,15,"2024-04-11 00:00:00",3,22.46712616733723,67.4013785020117
178,8117,14,"2023-09-29 00:00:00",1,16.777591216383126,16.777591216383126
179,2385,20,"2023-10-26 00:00:00",2,31.661444560122906,63.32288912024581
180,9589,5,"2024-12-22 00:00:00",3,16.344643017969734,49.033929053909205
181,5610,2,"2022-05-14 00:00:00",3,65.31874400769146,195.9562320230744
182,9544,22,"2022-06-05 00:00:00",3,54.58563431903102,163.75690295709308
183,7569,18,"2023-05-10 00:00:00",2,12.221047441990466,24.442094883980932
184,4638,29,"2024-06-17 00:00:00",4,34.483583578521795,137.93433431408718
185,2748,19,"2022-03-31 00:00:00",2,15.40060256348616,30.80120512697232
186,5793,47,"2022-08-13 00:00:00",2,55.92135147938899,111.84270295877798
187,752,17,"2023-05-20 00:00:00",1,37.35323635635975,37.35323635635975
188,3436,23,"2022-07-03 00:00:00",3,18.809346185603154,56.42803855680946
189,3049,24,"2022-12-14 00:00:00",2,38.9541149784613,77.9082299569226
190,3369,1,"2023-07-20 00:00:00",3,19.219080382142394,57.65724114642718
191,6325,25,"2024-11-06 00:00:00",3,17.252768189552672,51.75830456865802
192,2738,20,"2024-01-08 00:00:00",1,29.30042006051025,29.30042006051025
193,5105,43,"2024-01-24 00:00:00",3,42.67986491041544,128.03959473124632
194,7458,1,"2022-02-25 00:00:00",2,28.431187640929643,56.862375281859286
195,9000,35,"2022-10-23 00:00:00",2,17.687466264139882,35.374932528279764
196,3374,13,"2023-11-02 00:00:00",1,59.79975723715203,59.79975723715203
197,3877,35,"2023-02-07 00:00:00",3,32.35943839330065,97.07831517990195
198,2406,25,"2023-12-08 00:00:00",2,16.447869682542223,32.895739365084445
199,7139,44,"2023-08-11 00:00:00",1,41.17229877551453,41.17229877551453
200,506,10,"2024-08-25 00:00:00",1,33.58583611257481,33.58583611257481
201,6820,37,"2023-10-16 00:00:00",4,30.084053838935134,120.33621535574053
202,8364,49,"2024-03-12 00:00:00",3,49.534140664640844,148.60242199392252
203,2145,39,"2024-12-26 00:00:00",1,29.261702020436484,29.261702020436484
204,907,38,"2023-12-03 00:00:00",3,8.698197657969809,26.09459297390943
205,105,22,"2022-01-08 00:00:00",3,59.710301382111666,179.130904146335
206,4935,42,"2022-04-30 00:00:00",2,48.63582385655432,97.27164771310864
207,6388,42,"2024-04-14 00:00:00",2,38.88812852783622,77.77625705567245
208,585,41,"2023-07-11 00:00:00",1,26.987818495526103,26.987818495526103
209,311,33,"2023-05-28 00:00:00",1,43.731684402209446,43.731684402209446
210,2256,4,"2023-07-11 00:00:00",3,23.607675554465455,70.82302666339636
211,8039,33,"2024-08-01 00:00:00",4,51.59010065840292,206.36040263361167
212,3562,31,"2024-02-26 00:00:00",3,34.19528487144954,102.58585461434862
213,1721,23,"2023-07-06 00:00:00",3,9.364603136132386,28.093809408397156
214,6151,15,"2024-12-24 00:00:00",4,16.891947484057265,67.56778993622906
215,9317,4,"2022-05-06 00:00:00",3,38.827295330814934,116.4818859924448
216,8837,13,"2023-10-03 00:00:00",3,55.88202032285644,167.64606096856932
217,7419,46,"2024-05-08 00:00:00",3,36.87783111091583,110.63349333274749
218,7181,14,"2024-09-28 00:00:00",4,15.494965017460407,61.97986006984163
219,7774,21,"2024-11-08 00:00:00",3,39.36916065495391,118.10748196486173
220,2354,21,"2023-12-25 00:00:00",1,48.942241181053994,48.942241181053994
221,5246,13,"2024-03-11 00:00:00",4,50.355956167803924,201.4238246712157
222,7918,1,"2024-04-24 00:00:00",3,24.128716668536477,72.38615000560944
223,8837,1,"2022-12-18 00:00:00",2,25.626044592450466,51.25208918490093
224,2982,18,"2022-09-23 00:00:00",4,11.899318317694355,47.59727327077742
225,1026,8,"2022-05-06 00:00:00",2,23.21990448660675,46.4398089732135
226,4357,43,"2022-06-04 00:00:00",1,49.59376465064593,49.59376465064593
227,7503,3,"2022-09-25 00:00:00",2,45.60686165400169,91.21372330800338
228,8691,21,"2023-10-17 00:00:00",4,31.677468805276355,126.70987522110542
229,8286,7,"2024-03-20 00:00:00",2,27.259480050484157,54.518960100968314
230,905,50,"2022-11-29 00:00:00",4,37.92055369490213,151.68221477960853
231,3045,49,"2023-08-20 00:00:00",4,55.942852771218966,223.77141108487587
232,415,36,"2023-03-29 00:00:00",2,40.16133881017693,80.32267762035386
233,7792,4,"2024-01-15 00:00:00",2,31.187869255584253,62.37573851116851
234,8745,45,"2023-04-23 00:00:00",2,23.448871873619552,46.897743747239105
235,622,23,"2022-04-25 00:00:00",1,15.432894595517153,15.432894595517153
236,1582,8,"2024-02-22 00:00:00",1,41.102444538601645,41.102444538601645
237,7663,33,"2023-12-23 00:00:00",4,60.7726713328555,243.090685331422
238,3545,42,"2022-11-01 00:00:00",4,36.02838854521299,144.11355418085196
239,120,17,"2023-07-18 00:00:00",1,51.38065625988338,51.38065625988338
240,7895,40,"2024-04-10 00:00:00",3,32.42347701957552,97.27043105872656
241,9346,31,"2023-06-20 00:00:00",3,61.24261360376777,183.7278408113033
242,1165,5,"2024-12-05 00:00:00",4,15.0120315496063,60.0481261984252
243,1692,28,"2023-07-24 00:00:00",1,14.706071478685882,14.706071478685882
244,5964,37,"2023-12-05 00:00:00",1,28.058683593968663,28.058683593968663
245,8847,14,"2023-02-09 00:00:00",3,8.844067139027233,26.5322014170817
